contrast_label,contrast_group,model,question_id,mean_effect,blind_mean,target_mean,n_texts
Female (name),PI_NAME,mistral,q03,-0.02541666666666667,3.335833333333333,3.3104166666666663,40.0
Female (name),PI_NAME,mistral,q04,-0.022499999999999996,3.7883333333333327,3.765833333333333,40.0
Female (name),PI_NAME,mistral,q05,-0.053124999999999985,3.1300000000000003,3.076875,40.0
Female (name),PI_NAME,mistral,q06,-0.024791666666666674,3.839166666666667,3.814375,40.0
Female (name),PI_NAME,phi,q01,-0.04083333333333334,3.09,3.049166666666667,40.0
Female (name),PI_NAME,phi,q02,-0.09145833333333332,3.825833333333333,3.734375,40.0
Female (name),PI_NAME,phi,q03,-0.10208333333333332,2.99,2.887916666666667,40.0
Female (name),PI_NAME,phi,q04,-0.0033333333333333353,3.2016666666666667,3.1983333333333337,40.0
Female (name),PI_NAME,phi,q05,-0.04854166666666667,2.9425000000000003,2.8939583333333334,40.0
Female (name),PI_NAME,phi,q06,-0.06333333333333334,3.448333333333333,3.385,40.0
Higher (profile),PI_BIB,deepseek,q01,-0.020625,3.9425000000000003,3.921875,40.0
Higher (profile),PI_BIB,deepseek,q02,-0.007916666666666669,3.9791666666666665,3.97125,40.0
Higher (profile),PI_BIB,deepseek,q03,-0.03229166666666667,2.9858333333333333,2.9535416666666663,40.0
Higher (profile),PI_BIB,deepseek,q04,-0.01,3.5275,3.5175,40.0
Higher (profile),PI_BIB,deepseek,q05,0.018333333333333323,2.14,2.158333333333333,40.0
Higher (profile),PI_BIB,deepseek,q06,0.01062500000000001,3.4475000000000002,3.4581250000000003,40.0
Higher (profile),PI_BIB,gemma,q01,-0.11229166666666668,3.6375000000000006,3.5252083333333335,40.0
Higher (profile),PI_BIB,gemma,q02,-0.03958333333333334,3.4683333333333337,3.4287500000000004,40.0
Higher (profile),PI_BIB,gemma,q03,-0.04624999999999999,2.89,2.84375,40.0
Higher (profile),PI_BIB,gemma,q04,-0.08229166666666667,3.3858333333333337,3.3035416666666673,40.0
Higher (profile),PI_BIB,gemma,q05,-0.07458333333333333,2.9258333333333333,2.8512500000000003,40.0
Higher (profile),PI_BIB,gemma,q06,-0.04604166666666667,3.454166666666667,3.408125,40.0
Higher (profile),PI_BIB,glm,q01,-0.014583333333333321,3.7600000000000002,3.745416666666667,40.0
Higher (profile),PI_BIB,glm,q02,-0.01874999999999999,3.7283333333333335,3.7095833333333332,40.0
Higher (profile),PI_BIB,glm,q03,-0.02312499999999999,3.0866666666666664,3.063541666666667,40.0
Higher (profile),PI_BIB,glm,q04,-0.022916666666666665,3.5666666666666664,3.5437499999999997,40.0
Higher (profile),PI_BIB,glm,q05,-0.09020833333333332,2.8183333333333334,2.728125,40.0
Higher (profile),PI_BIB,glm,q06,-0.041041666666666664,3.564166666666667,3.5231250000000003,40.0
Higher (profile),PI_BIB,gpt,q01,0.0,4.0,4.0,40.0
Higher (profile),PI_BIB,gpt,q02,0.0,4.0,4.0,40.0
Higher (profile),PI_BIB,gpt,q03,-0.0008333333333333332,3.5,3.499166666666667,40.0
Higher (profile),PI_BIB,gpt,q04,-0.024583333333333336,3.8783333333333334,3.85375,40.0
Higher (profile),PI_BIB,gpt,q05,-0.04041666666666666,3.3800000000000003,3.3395833333333336,40.0
Higher (profile),PI_BIB,gpt,q06,0.012499999999999985,3.671666666666667,3.6841666666666666,40.0
Higher (profile),PI_BIB,kimi,q01,-0.009791666666666666,3.9933333333333336,3.983541666666667,40.0
Higher (profile),PI_BIB,kimi,q02,-0.005416666666666667,3.999166666666667,3.99375,40.0
Higher (profile),PI_BIB,kimi,q03,-0.06083333333333332,3.3358333333333334,3.275,40.0
Higher (profile),PI_BIB,kimi,q04,-0.019166666666666676,3.5425000000000004,3.5233333333333334,40.0
Higher (profile),PI_BIB,kimi,q05,-0.12104166666666667,3.0908333333333338,2.969791666666667,40.0
Higher (profile),PI_BIB,kimi,q06,-0.07958333333333333,3.7674999999999996,3.6879166666666667,40.0
Higher (profile),PI_BIB,ministral,q01,-0.016666666666666666,3.7541666666666664,3.7375000000000003,40.0
Higher (profile),PI_BIB,ministral,q02,-0.0041666666666666675,3.9791666666666665,3.975,40.0
Higher (profile),PI_BIB,ministral,q03,-0.015625,3.2541666666666664,3.2385416666666664,40.0
Higher (profile),PI_BIB,ministral,q04,0.005208333333333333,3.4916666666666667,3.4968749999999997,40.0
Higher (profile),PI_BIB,ministral,q05,-0.005208333333333333,2.9791666666666665,2.9739583333333335,40.0
Higher (profile),PI_BIB,ministral,q06,-0.046875,3.658333333333333,3.611458333333333,40.0
Higher (profile),PI_BIB,mistral,q01,0.0,4.0,4.0,40.0
Higher (profile),PI_BIB,mistral,q02,0.0,4.0,4.0,40.0
Higher (profile),PI_BIB,mistral,q03,0.03416666666666666,3.335833333333333,3.3699999999999997,40.0
Higher (profile),PI_BIB,mistral,q04,0.023333333333333327,3.7883333333333327,3.811666666666666,40.0
Higher (profile),PI_BIB,mistral,q05,0.0014583333333333369,3.1300000000000003,3.1314583333333332,40.0
Higher (profile),PI_BIB,mistral,q06,0.03333333333333332,3.839166666666667,3.8725,40.0
Higher (profile),PI_BIB,phi,q01,-0.011041666666666667,3.09,3.078958333333333,40.0
Higher (profile),PI_BIB,phi,q02,-0.026666666666666672,3.825833333333333,3.7991666666666664,40.0
Higher (profile),PI_BIB,phi,q03,0.002291666666666664,2.99,2.9922916666666666,40.0
Higher (profile),PI_BIB,phi,q04,0.06625,3.2016666666666667,3.267916666666667,40.0
Higher (profile),PI_BIB,phi,q05,0.03125,2.9425000000000003,2.9737500000000003,40.0
Higher (profile),PI_BIB,phi,q06,0.008749999999999994,3.448333333333333,3.4570833333333333,40.0
Low-tier (inst.),PI_INST,deepseek,q01,-0.05333333333333334,3.9425000000000003,3.8891666666666667,40.0
Low-tier (inst.),PI_INST,deepseek,q02,-0.028958333333333336,3.9791666666666665,3.9502083333333338,40.0
Low-tier (inst.),PI_INST,deepseek,q03,-0.12291666666666667,2.9858333333333333,2.8629166666666666,40.0
Low-tier (inst.),PI_INST,deepseek,q04,-0.08416666666666667,3.5275,3.4433333333333334,40.0
Low-tier (inst.),PI_INST,deepseek,q05,-0.10083333333333333,2.14,2.0391666666666666,40.0
Low-tier (inst.),PI_INST,deepseek,q06,-0.0895833333333333,3.4475000000000002,3.3579166666666667,40.0
Low-tier (inst.),PI_INST,gemma,q01,-0.12958333333333333,3.6375000000000006,3.5079166666666666,40.0
Low-tier (inst.),PI_INST,gemma,q02,-0.09583333333333333,3.4683333333333337,3.3725000000000005,40.0
Low-tier (inst.),PI_INST,gemma,q03,-0.12770833333333334,2.89,2.762291666666666,40.0
Low-tier (inst.),PI_INST,gemma,q04,-0.1525,3.3858333333333337,3.233333333333333,40.0
Low-tier (inst.),PI_INST,gemma,q05,-0.24500000000000002,2.9258333333333333,2.6808333333333336,40.0
Low-tier (inst.),PI_INST,gemma,q06,-0.13375,3.454166666666667,3.3204166666666666,40.0
Low-tier (inst.),PI_INST,glm,q01,-0.09416666666666666,3.7600000000000002,3.6658333333333335,40.0
Low-tier (inst.),PI_INST,glm,q02,-0.10208333333333332,3.7283333333333335,3.62625,40.0
Low-tier (inst.),PI_INST,glm,q03,-0.19354166666666664,3.0866666666666664,2.893125,40.0
Low-tier (inst.),PI_INST,glm,q04,-0.186875,3.5666666666666664,3.3797916666666663,40.0
Low-tier (inst.),PI_INST,glm,q05,-0.35729166666666673,2.8183333333333334,2.461041666666667,40.0
Low-tier (inst.),PI_INST,glm,q06,-0.23541666666666664,3.564166666666667,3.32875,40.0
Low-tier (inst.),PI_INST,gpt,q01,0.0,4.0,4.0,40.0
Low-tier (inst.),PI_INST,gpt,q02,-0.003541666666666667,4.0,3.9964583333333334,40.0
Low-tier (inst.),PI_INST,gpt,q03,-0.017083333333333336,3.5,3.4829166666666667,40.0
Low-tier (inst.),PI_INST,gpt,q04,-0.063125,3.8783333333333334,3.815208333333333,40.0
Low-tier (inst.),PI_INST,gpt,q05,-0.15125,3.3800000000000003,3.2287500000000002,40.0
Low-tier (inst.),PI_INST,gpt,q06,-0.06354166666666668,3.671666666666667,3.608125,40.0
Low-tier (inst.),PI_INST,kimi,q01,-0.04854166666666667,3.9933333333333336,3.9447916666666667,40.0
Low-tier (inst.),PI_INST,kimi,q02,-0.021875000000000002,3.999166666666667,3.9772916666666664,40.0
Low-tier (inst.),PI_INST,kimi,q03,-0.20937499999999998,3.3358333333333334,3.1264583333333333,40.0
Low-tier (inst.),PI_INST,kimi,q04,-0.07125000000000002,3.5425000000000004,3.47125,40.0
Low-tier (inst.),PI_INST,kimi,q05,-0.31750000000000006,3.0908333333333338,2.7733333333333334,40.0
Low-tier (inst.),PI_INST,kimi,q06,-0.21979166666666664,3.7674999999999996,3.547708333333333,40.0
Low-tier (inst.),PI_INST,ministral,q01,-0.11875000000000001,3.7541666666666664,3.6354166666666665,40.0
Low-tier (inst.),PI_INST,ministral,q02,-0.0375,3.9791666666666665,3.9416666666666664,40.0
Low-tier (inst.),PI_INST,ministral,q03,-0.13229166666666667,3.2541666666666664,3.1218749999999997,40.0
Low-tier (inst.),PI_INST,ministral,q04,-0.008333333333333333,3.4916666666666667,3.483333333333333,40.0
Low-tier (inst.),PI_INST,ministral,q05,-0.18020833333333333,2.9791666666666665,2.798958333333333,40.0
Low-tier (inst.),PI_INST,ministral,q06,-0.12083333333333333,3.658333333333333,3.5375,40.0
Low-tier (inst.),PI_INST,mistral,q01,-0.0024999999999999996,4.0,3.9975,40.0
Low-tier (inst.),PI_INST,mistral,q02,0.0,4.0,4.0,40.0
Low-tier (inst.),PI_INST,mistral,q03,-0.04541666666666666,3.335833333333333,3.2904166666666668,40.0
Low-tier (inst.),PI_INST,mistral,q04,-0.04854166666666667,3.7883333333333327,3.739791666666667,40.0
Low-tier (inst.),PI_INST,mistral,q05,-0.07354166666666666,3.1300000000000003,3.0564583333333335,40.0
Low-tier (inst.),PI_INST,mistral,q06,-0.04374999999999999,3.839166666666667,3.7954166666666667,40.0
Low-tier (inst.),PI_INST,phi,q01,-0.051875000000000004,3.09,3.0381250000000004,40.0
Low-tier (inst.),PI_INST,phi,q02,-0.10833333333333334,3.825833333333333,3.7175000000000007,40.0
Low-tier (inst.),PI_INST,phi,q03,-0.136875,2.99,2.853125,40.0
Low-tier (inst.),PI_INST,phi,q04,-0.025625,3.2016666666666667,3.1760416666666664,40.0
Low-tier (inst.),PI_INST,phi,q05,-0.08895833333333335,2.9425000000000003,2.8535416666666666,40.0
Low-tier (inst.),PI_INST,phi,q06,-0.08958333333333335,3.448333333333333,3.35875,40.0
Lower (profile),PI_BIB,deepseek,q01,-0.07729166666666666,3.9425000000000003,3.8652083333333334,40.0
Lower (profile),PI_BIB,deepseek,q02,-0.044375000000000005,3.9791666666666665,3.934791666666667,40.0
Lower (profile),PI_BIB,deepseek,q03,-0.18520833333333334,2.9858333333333333,2.800625,40.0
Lower (profile),PI_BIB,deepseek,q04,-0.13979166666666668,3.5275,3.3877083333333338,40.0
Lower (profile),PI_BIB,deepseek,q05,-0.15458333333333332,2.14,1.9854166666666668,40.0
Lower (profile),PI_BIB,deepseek,q06,-0.1502083333333333,3.4475000000000002,3.2972916666666667,40.0
Lower (profile),PI_BIB,gemma,q01,-0.13625,3.6375000000000006,3.50125,40.0
Lower (profile),PI_BIB,gemma,q02,-0.13541666666666669,3.4683333333333337,3.3329166666666663,40.0
Lower (profile),PI_BIB,gemma,q03,-0.16874999999999998,2.89,2.72125,40.0
Lower (profile),PI_BIB,gemma,q04,-0.18729166666666666,3.3858333333333337,3.198541666666667,40.0
Lower (profile),PI_BIB,gemma,q05,-0.34125000000000005,2.9258333333333333,2.5845833333333332,40.0
Lower (profile),PI_BIB,gemma,q06,-0.18770833333333328,3.454166666666667,3.266458333333334,40.0
Lower (profile),PI_BIB,glm,q01,-0.15541666666666662,3.7600000000000002,3.604583333333333,40.0
Lower (profile),PI_BIB,glm,q02,-0.170625,3.7283333333333335,3.5577083333333337,40.0
Lower (profile),PI_BIB,glm,q03,-0.2885416666666667,3.0866666666666664,2.798125,40.0
Lower (profile),PI_BIB,glm,q04,-0.285625,3.5666666666666664,3.281041666666667,40.0
Lower (profile),PI_BIB,glm,q05,-0.5172916666666666,2.8183333333333334,2.301041666666667,40.0
Lower (profile),PI_BIB,glm,q06,-0.35666666666666663,3.564166666666667,3.2075,40.0
Lower (profile),PI_BIB,gpt,q01,-0.0002083333333333335,4.0,3.999791666666667,40.0
Lower (profile),PI_BIB,gpt,q02,-0.004583333333333334,4.0,3.995416666666667,40.0
Lower (profile),PI_BIB,gpt,q03,-0.02395833333333333,3.5,3.4760416666666667,40.0
Lower (profile),PI_BIB,gpt,q04,-0.09375000000000001,3.8783333333333334,3.7845833333333334,40.0
Lower (profile),PI_BIB,gpt,q05,-0.2241666666666667,3.3800000000000003,3.1558333333333333,40.0
Lower (profile),PI_BIB,gpt,q06,-0.11625,3.671666666666667,3.5554166666666664,40.0
Lower (profile),PI_BIB,kimi,q01,-0.07229166666666668,3.9933333333333336,3.921041666666666,40.0
Lower (profile),PI_BIB,kimi,q02,-0.03166666666666667,3.999166666666667,3.9675,40.0
Lower (profile),PI_BIB,kimi,q03,-0.29166666666666663,3.3358333333333334,3.044166666666667,40.0
Lower (profile),PI_BIB,kimi,q04,-0.09687500000000003,3.5425000000000004,3.445625,40.0
Lower (profile),PI_BIB,kimi,q05,-0.424375,3.0908333333333338,2.6664583333333334,40.0
Lower (profile),PI_BIB,kimi,q06,-0.28979166666666667,3.7674999999999996,3.4777083333333336,40.0
Lower (profile),PI_BIB,ministral,q01,-0.19270833333333334,3.7541666666666664,3.561458333333333,40.0
Lower (profile),PI_BIB,ministral,q02,-0.052083333333333336,3.9791666666666665,3.9270833333333335,40.0
Lower (profile),PI_BIB,ministral,q03,-0.21458333333333335,3.2541666666666664,3.0395833333333333,40.0
Lower (profile),PI_BIB,ministral,q04,-0.012499999999999999,3.4916666666666667,3.4791666666666665,40.0
Lower (profile),PI_BIB,ministral,q05,-0.2739583333333333,2.9791666666666665,2.705208333333333,40.0
Lower (profile),PI_BIB,ministral,q06,-0.15208333333333332,3.658333333333333,3.50625,40.0
Lower (profile),PI_BIB,mistral,q01,-0.0024999999999999996,4.0,3.9975,40.0
Lower (profile),PI_BIB,mistral,q02,0.0,4.0,4.0,40.0
Lower (profile),PI_BIB,mistral,q03,-0.10041666666666665,3.335833333333333,3.235416666666667,40.0
Lower (profile),PI_BIB,mistral,q04,-0.08791666666666664,3.7883333333333327,3.700416666666667,40.0
Lower (profile),PI_BIB,mistral,q05,-0.10583333333333333,3.1300000000000003,3.0241666666666664,40.0
Lower (profile),PI_BIB,mistral,q06,-0.09729166666666667,3.839166666666667,3.7418750000000003,40.0
Lower (profile),PI_BIB,phi,q01,-0.07229166666666666,3.09,3.017708333333333,40.0
Lower (profile),PI_BIB,phi,q02,-0.16125,3.825833333333333,3.664583333333333,40.0
Lower (profile),PI_BIB,phi,q03,-0.21624999999999997,2.99,2.7737499999999997,40.0
Lower (profile),PI_BIB,phi,q04,-0.07520833333333334,3.2016666666666667,3.1264583333333333,40.0
Lower (profile),PI_BIB,phi,q05,-0.15,2.9425000000000003,2.7925000000000004,40.0
Lower (profile),PI_BIB,phi,q06,-0.15020833333333336,3.448333333333333,3.298125,40.0
Male (name),PI_NAME,deepseek,q01,-0.055625,3.9425000000000003,3.886875,40.0
Male (name),PI_NAME,deepseek,q02,-0.025833333333333333,3.9791666666666665,3.953333333333333,40.0
Male (name),PI_NAME,deepseek,q03,-0.10041666666666667,2.9858333333333333,2.8854166666666665,40.0
Male (name),PI_NAME,deepseek,q04,-0.07541666666666667,3.5275,3.452083333333333,40.0
Male (name),PI_NAME,deepseek,q05,-0.06354166666666668,2.14,2.0764583333333335,40.0
Male (name),PI_NAME,deepseek,q06,-0.07041666666666666,3.4475000000000002,3.377083333333333,40.0
Male (name),PI_NAME,gemma,q01,-0.130625,3.6375000000000006,3.5068750000000004,40.0
Male (name),PI_NAME,gemma,q02,-0.09729166666666667,3.4683333333333337,3.3710416666666667,40.0
Male (name),PI_NAME,gemma,q03,-0.120625,2.89,2.769375,40.0
Male (name),PI_NAME,gemma,q04,-0.14979166666666666,3.3858333333333337,3.236041666666667,40.0
Male (name),PI_NAME,gemma,q05,-0.22791666666666668,2.9258333333333333,2.6979166666666665,40.0
Male (name),PI_NAME,gemma,q06,-0.12875,3.454166666666667,3.325416666666667,40.0
Male (name),PI_NAME,glm,q01,-0.09833333333333331,3.7600000000000002,3.6616666666666666,40.0
Male (name),PI_NAME,glm,q02,-0.10729166666666666,3.7283333333333335,3.6210416666666667,40.0
Male (name),PI_NAME,glm,q03,-0.1714583333333333,3.0866666666666664,2.9152083333333336,40.0
Male (name),PI_NAME,glm,q04,-0.17041666666666666,3.5666666666666664,3.3962499999999998,40.0
Male (name),PI_NAME,glm,q05,-0.32895833333333335,2.8183333333333334,2.4893750000000003,40.0
Male (name),PI_NAME,glm,q06,-0.216875,3.564166666666667,3.3472916666666666,40.0
Male (name),PI_NAME,gpt,q01,-0.0002083333333333335,4.0,3.999791666666667,40.0
Male (name),PI_NAME,gpt,q02,-0.0006250000000000006,4.0,3.999375,40.0
Male (name),PI_NAME,gpt,q03,-0.012708333333333334,3.5,3.4872916666666662,40.0
Male (name),PI_NAME,gpt,q04,-0.065625,3.8783333333333334,3.812708333333333,40.0
Male (name),PI_NAME,gpt,q05,-0.14229166666666668,3.3800000000000003,3.237708333333334,40.0
Male (name),PI_NAME,gpt,q06,-0.06479166666666668,3.671666666666667,3.606875,40.0
Male (name),PI_NAME,kimi,q01,-0.041666666666666664,3.9933333333333336,3.9516666666666667,40.0
Male (name),PI_NAME,kimi,q02,-0.018125,3.999166666666667,3.9810416666666666,40.0
Male (name),PI_NAME,kimi,q03,-0.1839583333333333,3.3358333333333334,3.151875,40.0
Male (name),PI_NAME,kimi,q04,-0.05958333333333334,3.5425000000000004,3.4829166666666667,40.0
Male (name),PI_NAME,kimi,q05,-0.275625,3.0908333333333338,2.815208333333333,40.0
Male (name),PI_NAME,kimi,q06,-0.18874999999999997,3.7674999999999996,3.57875,40.0
Male (name),PI_NAME,ministral,q01,-0.11666666666666665,3.7541666666666664,3.6374999999999997,40.0
Male (name),PI_NAME,ministral,q02,-0.03229166666666667,3.9791666666666665,3.946875,40.0
Male (name),PI_NAME,ministral,q03,-0.12916666666666668,3.2541666666666664,3.125,40.0
Male (name),PI_NAME,ministral,q04,-0.007291666666666666,3.4916666666666667,3.484375,40.0
Male (name),PI_NAME,ministral,q05,-0.15104166666666666,2.9791666666666665,2.828125,40.0
Male (name),PI_NAME,ministral,q06,-0.10833333333333334,3.658333333333333,3.5500000000000003,40.0
Male (name),PI_NAME,mistral,q01,-0.0016666666666666663,4.0,3.9983333333333335,40.0
Male (name),PI_NAME,mistral,q02,0.0,4.0,4.0,40.0
Male (name),PI_NAME,mistral,q03,-0.040833333333333326,3.335833333333333,3.2950000000000004,40.0
Male (name),PI_NAME,mistral,q04,-0.042083333333333334,3.7883333333333327,3.74625,40.0
Male (name),PI_NAME,mistral,q05,-0.05125,3.1300000000000003,3.07875,40.0
Male (name),PI_NAME,mistral,q06,-0.03916666666666666,3.839166666666667,3.8000000000000003,40.0
Male (name),PI_NAME,phi,q01,-0.0425,3.09,3.0475,40.0
Male (name),PI_NAME,phi,q02,-0.09645833333333333,3.825833333333333,3.7293749999999997,40.0
Male (name),PI_NAME,phi,q03,-0.11187499999999999,2.99,2.8781250000000003,40.0
Male (name),PI_NAME,phi,q04,-0.0056249999999999955,3.2016666666666667,3.1960416666666664,40.0
Male (name),PI_NAME,phi,q05,-0.07020833333333333,2.9425000000000003,2.872291666666667,40.0
Male (name),PI_NAME,phi,q06,-0.07812500000000001,3.448333333333333,3.3702083333333337,40.0
No (AI),AI,deepseek,q01,0.007499999999999992,3.9425000000000003,3.9499999999999997,40.0
No (AI),AI,deepseek,q02,0.009166666666666672,3.9791666666666665,3.9883333333333333,40.0
No (AI),AI,deepseek,q03,0.005833333333333325,2.9858333333333333,2.9916666666666667,40.0
No (AI),AI,deepseek,q04,0.037499999999999985,3.5275,3.565,40.0
No (AI),AI,deepseek,q05,0.02833333333333332,2.14,2.1683333333333334,40.0
No (AI),AI,deepseek,q06,0.029166666666666684,3.4475000000000002,3.4766666666666666,40.0
No (AI),AI,gemma,q01,0.02,3.6375000000000006,3.6575,40.0
No (AI),AI,gemma,q02,0.004166666666666662,3.4683333333333337,3.4725,40.0
No (AI),AI,gemma,q03,0.03833333333333333,2.89,2.9283333333333332,40.0
No (AI),AI,gemma,q04,0.02083333333333333,3.3858333333333337,3.4066666666666667,40.0
No (AI),AI,gemma,q05,0.049999999999999996,2.9258333333333333,2.9758333333333336,40.0
No (AI),AI,gemma,q06,0.030833333333333334,3.454166666666667,3.485,40.0
No (AI),AI,glm,q01,-0.02249999999999998,3.7600000000000002,3.7375000000000003,40.0
No (AI),AI,glm,q02,-0.004166666666666652,3.7283333333333335,3.7241666666666666,40.0
No (AI),AI,glm,q03,-0.006666666666666654,3.0866666666666664,3.08,40.0
No (AI),AI,glm,q04,-0.006666666666666653,3.5666666666666664,3.56,40.0
No (AI),AI,glm,q05,-0.014166666666666666,2.8183333333333334,2.8041666666666667,40.0
No (AI),AI,glm,q06,-0.013333333333333308,3.564166666666667,3.5508333333333333,40.0
No (AI),AI,gpt,q01,0.0,4.0,4.0,40.0
No (AI),AI,gpt,q02,0.0,4.0,4.0,40.0
No (AI),AI,gpt,q03,0.0,3.5,3.5,40.0
No (AI),AI,gpt,q04,-0.01916666666666667,3.8783333333333334,3.859166666666667,40.0
No (AI),AI,gpt,q05,-0.015000000000000001,3.3800000000000003,3.365,40.0
No (AI),AI,gpt,q06,-0.0008333333333333295,3.671666666666667,3.670833333333333,40.0
No (AI),AI,kimi,q01,0.004166666666666667,3.9933333333333336,3.9975,40.0
No (AI),AI,kimi,q02,0.000833333333333334,3.999166666666667,4.0,40.0
No (AI),AI,kimi,q03,0.019166666666666655,3.3358333333333334,3.3550000000000004,40.0
No (AI),AI,kimi,q04,0.005000000000000001,3.5425000000000004,3.5474999999999994,40.0
No (AI),AI,kimi,q05,0.00249999999999998,3.0908333333333338,3.0933333333333333,40.0
No (AI),AI,kimi,q06,0.022500000000000006,3.7674999999999996,3.7899999999999996,40.0
No (AI),AI,ministral,q01,0.03333333333333333,3.7541666666666664,3.7875,40.0
No (AI),AI,ministral,q02,0.0,3.9791666666666665,3.9791666666666665,40.0
No (AI),AI,ministral,q03,0.03333333333333333,3.2541666666666664,3.2875,40.0
No (AI),AI,ministral,q04,0.004166666666666667,3.4916666666666667,3.4958333333333336,40.0
No (AI),AI,ministral,q05,0.008333333333333333,2.9791666666666665,2.9875000000000003,40.0
No (AI),AI,ministral,q06,-0.016666666666666663,3.658333333333333,3.641666666666667,40.0
No (AI),AI,mistral,q01,0.0,4.0,4.0,40.0
No (AI),AI,mistral,q02,0.0,4.0,4.0,40.0
No (AI),AI,mistral,q03,0.032499999999999994,3.335833333333333,3.3683333333333336,40.0
No (AI),AI,mistral,q04,0.02999999999999998,3.7883333333333327,3.818333333333333,40.0
No (AI),AI,mistral,q05,0.01916666666666667,3.1300000000000003,3.1491666666666664,40.0
No (AI),AI,mistral,q06,0.03333333333333332,3.839166666666667,3.8725,40.0
No (AI),AI,phi,q01,-0.04416666666666667,3.09,3.045833333333333,40.0
No (AI),AI,phi,q02,-0.04666666666666666,3.825833333333333,3.779166666666667,40.0
No (AI),AI,phi,q03,-0.019999999999999993,2.99,2.97,40.0
No (AI),AI,phi,q04,-0.0016666666666666644,3.2016666666666667,3.2000000000000006,40.0
No (AI),AI,phi,q05,0.010833333333333328,2.9425000000000003,2.953333333333333,40.0
No (AI),AI,phi,q06,-0.010833333333333335,3.448333333333333,3.4375,40.0
Top-tier (inst.),PI_INST,deepseek,q01,-0.044583333333333336,3.9425000000000003,3.897916666666667,40.0
