contrast_label,contrast_group,model,prompt_template,question_id,blind_mean,target_mean,mean_effect,sd_effect,se_effect,ci95,n_texts
Female (name),PI_NAME,gemma,prompt_B,q02,3.4575000000000005,3.4599999999999995,0.002499999999999991,0.14139869074213435,0.022357096045545442,0.04381990824926907,40
Female (name),PI_NAME,gemma,prompt_B,q03,2.8899999999999997,2.865625,-0.024375000000000004,0.1451665157937336,0.022952841494950197,0.04498756933010239,40
Female (name),PI_NAME,gemma,prompt_B,q04,3.3825000000000003,3.3375,-0.045000000000000005,0.1329160135825126,0.021015867021530823,0.04119109936220041,40
Female (name),PI_NAME,gemma,prompt_B,q05,2.9225000000000003,2.9,-0.02250000000000001,0.16357386788974043,0.025863299410752997,0.05069206684507587,40
Female (name),PI_NAME,gemma,prompt_B,q06,3.4549999999999996,3.435,-0.020000000000000007,0.1302364713186689,0.020592194189509323,0.040360700611438274,40
Female (name),PI_NAME,gemma,prompt_C,q01,3.6375,3.510625,-0.12687500000000002,0.21253864656116372,0.03360531069713955,0.06586640896639351,40
Female (name),PI_NAME,gemma,prompt_C,q02,3.4825000000000004,3.455624999999999,-0.026875,0.16997242423405037,0.026874999999999996,0.05267499999999999,40
Female (name),PI_NAME,gemma,prompt_C,q03,2.8924999999999996,2.8443750000000003,-0.048124999999999994,0.15835568330785427,0.025038231984256313,0.049074934689142376,40
Female (name),PI_NAME,gemma,prompt_C,q04,3.3900000000000006,3.3206249999999997,-0.069375,0.16684165493219258,0.026379981908879704,0.05170476454140422,40
Female (name),PI_NAME,gemma,prompt_C,q05,2.9325,2.8362499999999997,-0.09625,0.22054347207959493,0.034870984742663584,0.06834713009562063,40
Female (name),PI_NAME,gemma,prompt_C,q06,3.4575000000000005,3.3950000000000005,-0.0625,0.13809602753342623,0.021834899141347557,0.04279640231704121,40
Female (name),PI_NAME,glm,prompt_A,q01,3.7825,3.675625,-0.10687500000000001,0.1408522024986402,0.022270688667348132,0.04365054978800234,40
Female (name),PI_NAME,glm,prompt_A,q02,3.7525000000000004,3.6231250000000004,-0.129375,0.13946871490014323,0.022051940071055785,0.04322180253926934,40
Female (name),PI_NAME,glm,prompt_A,q03,3.1075000000000004,2.864375,-0.24312499999999998,0.1616211441327193,0.025554546675087598,0.05008691148317169,40
Female (name),PI_NAME,glm,prompt_A,q04,3.59,3.3743750000000006,-0.215625,0.1830727314484601,0.02894634044227352,0.0567348272668561,40
Female (name),PI_NAME,glm,prompt_A,q05,2.8625,2.4681249999999997,-0.394375,0.25542118936055197,0.04038563605242554,0.07915584666275405,40
Female (name),PI_NAME,glm,prompt_A,q06,3.5875,3.315,-0.27249999999999996,0.17401738787273896,0.027514564907540912,0.05392854721878019,40
Female (name),PI_NAME,glm,prompt_B,q01,3.7225,3.6950000000000003,-0.02749999999999999,0.09570922844875723,0.015132957749772845,0.029660597189554775,40
Female (name),PI_NAME,glm,prompt_B,q02,3.6950000000000003,3.6412500000000003,-0.053749999999999985,0.10764822815839108,0.01702067935309944,0.0333605315320749,40
Female (name),PI_NAME,glm,prompt_B,q03,3.06,2.995,-0.06500000000000002,0.10974913118048721,0.01735286128774718,0.034011608123984474,40
Female (name),PI_NAME,glm,prompt_B,q04,3.53,3.459375,-0.07062500000000001,0.09738364194231347,0.015397705769000713,0.0301795033072414,40
Female (name),PI_NAME,glm,prompt_B,q05,2.785,2.6606250000000005,-0.12437499999999999,0.16741698095719115,0.026470948940688025,0.05188305992374853,40
Female (name),PI_NAME,glm,prompt_B,q06,3.5275,3.4418750000000005,-0.085625,0.102514461143732,0.016208959515951152,0.03176956065126426,40
Female (name),PI_NAME,glm,prompt_C,q01,3.775,3.694375,-0.08062499999999996,0.12766235264184694,0.02018519029019251,0.039562972968777324,40
Female (name),PI_NAME,glm,prompt_C,q02,3.7375,3.674375,-0.06312499999999996,0.11050401721436565,0.017472219249792524,0.034245549729593344,40
Female (name),PI_NAME,glm,prompt_C,q03,3.0925,2.9799999999999995,-0.11249999999999998,0.12036269973367779,0.019031013824268188,0.03730078709556565,40
Female (name),PI_NAME,glm,prompt_C,q04,3.5799999999999996,3.451875,-0.128125,0.1445802390121849,0.022860142996501853,0.04480588027314363,40
Female (name),PI_NAME,glm,prompt_C,q05,2.8075,2.490625,-0.316875,0.2129153181250886,0.033664867700730565,0.0659831406934319,40
Female (name),PI_NAME,glm,prompt_C,q06,3.5775000000000006,3.3931250000000004,-0.184375,0.12856300211499616,0.020327595475621622,0.03984208713221838,40
Female (name),PI_NAME,gpt,prompt_A,q01,4.0,4.0,0.0,0.0,0.0,0.0,40
Female (name),PI_NAME,gpt,prompt_A,q02,4.0,3.988125,-0.011875,0.034431044057242795,0.005444026071924606,0.010670291100972227,40
Female (name),PI_NAME,gpt,prompt_A,q03,3.5,3.46375,-0.03625,0.062004445663607716,0.00980376366765754,0.019215376788608778,40
Female (name),PI_NAME,gpt,prompt_A,q04,3.8525000000000005,3.793125,-0.059375,0.1457394386374497,0.023043428550434376,0.04516511995885138,40
Female (name),PI_NAME,gpt,prompt_A,q05,3.35,3.1568750000000003,-0.193125,0.2133364007191339,0.033731446704742325,0.06611363554129496,40
Female (name),PI_NAME,gpt,prompt_A,q06,3.6525,3.56875,-0.08375000000000002,0.1511229334867512,0.02389463382521326,0.04683348229741799,40
Female (name),PI_NAME,gpt,prompt_B,q01,4.0,4.0,0.0,0.0,0.0,0.0,40
Female (name),PI_NAME,gpt,prompt_B,q02,4.0,4.0,0.0,0.0,0.0,0.0,40
Female (name),PI_NAME,gpt,prompt_B,q03,3.5,3.5,0.0,0.0,0.0,0.0,40
Female (name),PI_NAME,gpt,prompt_B,q04,3.88,3.8599999999999994,-0.02000000000000001,0.14121723581881812,0.02232840550302892,0.04376367478593668,40
Female (name),PI_NAME,gpt,prompt_B,q05,3.3775,3.3525,-0.025000000000000022,0.15275252316519464,0.02415229457698239,0.04733849737088548,40
Female (name),PI_NAME,gpt,prompt_B,q06,3.6475,3.6918750000000005,0.044374999999999984,0.13838439357317495,0.02188049381561999,0.04288576787861518,40
Female (name),PI_NAME,gpt,prompt_C,q01,4.0,4.0,0.0,0.0,0.0,0.0,40
Female (name),PI_NAME,gpt,prompt_C,q02,4.0,4.0,0.0,0.0,0.0,0.0,40
Female (name),PI_NAME,gpt,prompt_C,q03,3.5,3.5,0.0,0.0,0.0,0.0,40
Female (name),PI_NAME,gpt,prompt_C,q04,3.9025,3.8237499999999995,-0.07875000000000001,0.1396596136766377,0.022082123817868882,0.043280962683023005,40
Female (name),PI_NAME,gpt,prompt_C,q05,3.4125,3.2637500000000004,-0.14875,0.1655362304444063,0.02617357617414154,0.051300209301317415,40
Female (name),PI_NAME,gpt,prompt_C,q06,3.715,3.6375,-0.07750000000000003,0.1618007638408644,0.025582947044607257,0.05014257620743022,40
Female (name),PI_NAME,kimi,prompt_A,q01,3.995,3.9331249999999995,-0.061875,0.09756449214855334,0.015426300697352173,0.03023554936681026,40
Female (name),PI_NAME,kimi,prompt_A,q02,4.0,3.9743749999999998,-0.025625,0.0783416866795378,0.012386908282330652,0.024278340233368077,40
Female (name),PI_NAME,kimi,prompt_A,q03,3.3225000000000002,3.05625,-0.26625,0.17454611469135067,0.027598163957882296,0.0540924013574493,40
Female (name),PI_NAME,kimi,prompt_A,q04,3.535,3.4450000000000003,-0.09,0.10974913118048725,0.017352861287747188,0.03401160812398449,40
Female (name),PI_NAME,kimi,prompt_A,q05,3.075,2.6662500000000002,-0.40875000000000006,0.182885525355659,0.028916740560017907,0.05667681149763509,40
Female (name),PI_NAME,kimi,prompt_A,q06,3.7474999999999996,3.4899999999999998,-0.25749999999999995,0.17126976771553504,0.027080128015453196,0.05307705091028826,40
Female (name),PI_NAME,kimi,prompt_B,q01,3.995,3.96,-0.03500000000000001,0.07442084075352508,0.011766968108291042,0.023063257492250442,40
Female (name),PI_NAME,kimi,prompt_B,q02,4.0,3.9799999999999995,-0.020000000000000004,0.058067158289302145,0.009181223872386065,0.017995198789876685,40
Female (name),PI_NAME,kimi,prompt_B,q03,3.3474999999999993,3.229375,-0.11812499999999997,0.10636588702717106,0.016817923417500834,0.032963129898301635,40
Female (name),PI_NAME,kimi,prompt_B,q04,3.5475000000000003,3.5068749999999995,-0.04062500000000002,0.0813916418250324,0.012869148533386313,0.02522353112543717,40
Female (name),PI_NAME,kimi,prompt_B,q05,3.1125,2.9387499999999998,-0.17375000000000004,0.13179602538655064,0.020838781338943683,0.04084401142432962,40
Female (name),PI_NAME,kimi,prompt_B,q06,3.78,3.6325000000000003,-0.1475,0.1250384556231217,0.019770315743947654,0.0387498188581374,40
Female (name),PI_NAME,kimi,prompt_C,q01,3.9900000000000007,3.965625,-0.024375000000000008,0.04475270368569353,0.007076023754870186,0.013869006559545564,40
Female (name),PI_NAME,kimi,prompt_C,q02,3.9975,3.9862500000000005,-0.011250000000000001,0.029390169296587096,0.004646993789758199,0.00910810782792607,40
Female (name),PI_NAME,kimi,prompt_C,q03,3.3375,3.2162499999999996,-0.12125,0.11429129450662458,0.018071040368501195,0.035419239122262344,40
Female (name),PI_NAME,kimi,prompt_C,q04,3.5450000000000004,3.50625,-0.038750000000000014,0.06122415729021869,0.00968038924307468,0.01897356291642637,40
Female (name),PI_NAME,kimi,prompt_C,q05,3.085,2.8581250000000002,-0.226875,0.10475666247706314,0.016563482675250794,0.032464426043491555,40
Female (name),PI_NAME,kimi,prompt_C,q06,3.775,3.638125,-0.136875,0.1219483260679261,0.019281723360976596,0.03779217778751413,40
Female (name),PI_NAME,ministral,prompt_A,q01,3.775,3.628125,-0.146875,0.18537794899706644,0.02931082734006282,0.05744922158652312,40
Female (name),PI_NAME,ministral,prompt_A,q02,3.9875,3.903125,-0.084375,0.142627304808452,0.02255135698628969,0.044200659693127795,40
Female (name),PI_NAME,ministral,prompt_A,q03,3.275,3.103125,-0.171875,0.17606703086885506,0.027838641920437838,0.05456373816405816,40
Female (name),PI_NAME,ministral,prompt_A,q04,3.4875,3.475,-0.0125,0.0379777262656375,0.006004805767690768,0.011769419304673906,40
Female (name),PI_NAME,ministral,prompt_A,q05,2.975,2.734375,-0.240625,0.13979007842347405,0.022102752105586886,0.0433213941269503,40
Female (name),PI_NAME,ministral,prompt_A,q06,3.6625,3.534375,-0.128125,0.19913172904592705,0.031485490909631896,0.061711562182878515,40
Female (name),PI_NAME,ministral,prompt_B,q01,3.7125,3.671875,-0.040625,0.13689406113619015,0.021644851567034922,0.042423909071388446,40
Female (name),PI_NAME,ministral,prompt_B,q02,3.975,3.975,0.0,0.05661385170722979,0.00895143592549291,0.017544814413966103,40
Female (name),PI_NAME,ministral,prompt_B,q03,3.2125,3.171875,-0.040625,0.13689406113619015,0.021644851567034922,0.042423909071388446,40
Female (name),PI_NAME,ministral,prompt_B,q04,3.4875,3.496875,0.009375,0.05929270612815711,0.009375,0.018375,40
Female (name),PI_NAME,ministral,prompt_B,q05,2.975,2.934375,-0.040625,0.11803512895179413,0.01866299256996762,0.03657946543713654,40
Female (name),PI_NAME,ministral,prompt_B,q06,3.6375,3.590625,-0.046875,0.16429604104348985,0.025977485012296755,0.05091587062410164,40
Female (name),PI_NAME,ministral,prompt_C,q01,3.775,3.684375,-0.090625,0.1767483634276679,0.027946370056931798,0.05477488531158632,40
Female (name),PI_NAME,ministral,prompt_C,q02,3.975,3.9875,0.0125,0.07905694150420949,0.012499999999999999,0.024499999999999997,40
Female (name),PI_NAME,ministral,prompt_C,q03,3.275,3.184375,-0.090625,0.1767483634276679,0.027946370056931798,0.05477488531158632,40
Female (name),PI_NAME,ministral,prompt_C,q04,3.5,3.503125,0.003125,0.11493971385257934,0.01817356446910788,0.035620186359451446,40
Female (name),PI_NAME,ministral,prompt_C,q05,2.9875,2.884375,-0.103125,0.15732005389960416,0.024874484597160178,0.04875398981043395,40
Female (name),PI_NAME,ministral,prompt_C,q06,3.675,3.578125,-0.096875,0.19710952148878672,0.031165751820523464,0.061084873568225985,40
Female (name),PI_NAME,mistral,prompt_A,q01,4.0,3.9993749999999997,-0.0006250000000000006,0.003952847075210477,0.0006250000000000004,0.0012250000000000008,40
Female (name),PI_NAME,mistral,prompt_A,q02,4.0,4.0,0.0,0.0,0.0,0.0,40
Female (name),PI_NAME,mistral,prompt_A,q03,3.3474999999999993,3.2287499999999993,-0.11875,0.15666291593982676,0.024770581962667543,0.04855034064682838,40
Female (name),PI_NAME,mistral,prompt_A,q04,3.789999999999999,3.7012500000000004,-0.08875,0.14175525133853517,0.022413473225970176,0.043930407522901546,40
Female (name),PI_NAME,mistral,prompt_A,q05,3.1275,3.019375,-0.10812499999999999,0.138256949099707,0.02186034307505201,0.04284627242710194,40
Female (name),PI_NAME,mistral,prompt_A,q06,3.85,3.734375,-0.115625,0.15614419494616064,0.024688564972161004,0.04838958734543557,40
Female (name),PI_NAME,mistral,prompt_B,q01,4.0,4.0,0.0,0.0,0.0,0.0,40
Female (name),PI_NAME,mistral,prompt_B,q02,4.0,4.0,0.0,0.0,0.0,0.0,40
Female (name),PI_NAME,mistral,prompt_B,q03,3.2775,3.37375,0.09624999999999997,0.106299950551162,0.01680749794524715,0.03294269597268441,40
Female (name),PI_NAME,mistral,prompt_B,q04,3.745,3.815625,0.070625,0.09144276267782946,0.014458370280008946,0.028338405748817536,40
Female (name),PI_NAME,mistral,prompt_B,q05,3.1075,3.146875,0.03937500000000001,0.07593171274243717,0.012005857945186585,0.023531481572565707,40
Female (name),PI_NAME,mistral,prompt_B,q06,3.7825,3.875,0.09249999999999999,0.10774495050337328,0.017035972498638256,0.03339050609733098,40
Female (name),PI_NAME,mistral,prompt_C,q01,4.0,3.9981250000000004,-0.0018749999999999988,0.011858541225631415,0.0018749999999999986,0.0036749999999999973,40
Female (name),PI_NAME,mistral,prompt_C,q02,4.0,4.0,0.0,0.0,0.0,0.0,40
Female (name),PI_NAME,mistral,prompt_C,q03,3.3824999999999994,3.3287500000000003,-0.053749999999999985,0.11101946006363257,0.017553717920159043,0.03440528712351172,40
Female (name),PI_NAME,mistral,prompt_C,q04,3.8299999999999996,3.7806249999999997,-0.04937499999999999,0.10276427781516195,0.016248458999911182,0.03184697963982592,40
Female (name),PI_NAME,mistral,prompt_C,q05,3.1550000000000002,3.064375,-0.09062499999999998,0.1252801348158884,0.019808528579558334,0.03882471601593433,40
Female (name),PI_NAME,mistral,prompt_C,q06,3.8849999999999993,3.8337499999999998,-0.05125,0.11049857871228884,0.01747135934711141,0.034243864320338366,40
Female (name),PI_NAME,phi,prompt_A,q01,3.08,3.034375,-0.045625000000000006,0.2319018014436725,0.036666894302906435,0.07186711283369661,40
Female (name),PI_NAME,phi,prompt_A,q02,3.815,3.700625,-0.11437499999999998,0.16230387572982682,0.025662496018958807,0.05029849219715926,40
Female (name),PI_NAME,phi,prompt_A,q03,3.0125,2.815,-0.19749999999999998,0.3284481772337991,0.05193221666947337,0.1017871446721678,40
Female (name),PI_NAME,phi,prompt_A,q04,3.19,3.165625,-0.024375000000000004,0.22364173358297865,0.03536086289953909,0.06930729128309661,40
Female (name),PI_NAME,phi,prompt_A,q05,2.93,2.92875,-0.001250000000000004,0.20167169944980964,0.03188709549291623,0.062498707166115816,40
Female (name),PI_NAME,phi,prompt_A,q06,3.4425,3.4,-0.0425,0.20601530936391038,0.03257388052270856,0.06384480582450879,40
Female (name),PI_NAME,phi,prompt_B,q01,3.0524999999999998,3.055,0.0024999999999999966,0.1446481141359158,0.02287087499587462,0.044826914991914255,40
Female (name),PI_NAME,phi,prompt_B,q02,3.8,3.7337499999999997,-0.06625,0.20905388214770287,0.0330543210643577,0.06478646928614108,40
Female (name),PI_NAME,phi,prompt_B,q03,2.9575,2.913125,-0.044375,0.308973045666961,0.04885292799534076,0.09575173887086788,40
Female (name),PI_NAME,phi,prompt_B,q04,3.1525,3.195625,0.043125,0.2103863585686935,0.033265004085297686,0.06519940800718346,40
Female (name),PI_NAME,phi,prompt_B,q05,2.915,2.88,-0.03500000000000001,0.15809361069818648,0.02499679466631159,0.04899371754597071,40
Female (name),PI_NAME,phi,prompt_B,q06,3.415,3.3706249999999995,-0.044375000000000005,0.1728797844509151,0.027334694013192676,0.05357600026585765,40
Female (name),PI_NAME,phi,prompt_C,q01,3.1375,3.058125,-0.079375,0.22665965534027968,0.035838038227201545,0.07024255492531503,40
Female (name),PI_NAME,phi,prompt_C,q02,3.8625,3.76875,-0.09375,0.14651397938028354,0.02316589419483206,0.04540515262187084,40
Female (name),PI_NAME,phi,prompt_C,q03,3.0,2.935625,-0.064375,0.3405730229691703,0.053849323109570975,0.10554467329475911,40
Female (name),PI_NAME,phi,prompt_C,q04,3.2625,3.2337500000000006,-0.028749999999999998,0.22017985072814147,0.03481349115884051,0.0682344426713274,40
Female (name),PI_NAME,phi,prompt_C,q05,2.9825,2.873125,-0.109375,0.19788039478691577,0.03128763759099815,0.06132376967835638,40
Female (name),PI_NAME,phi,prompt_C,q06,3.4875,3.384375,-0.103125,0.1870132571058355,0.02956939225505545,0.05795600881990868,40
Higher (profile),PI_BIB,deepseek,prompt_A,q01,3.9599999999999995,3.94125,-0.018750000000000006,0.07941089184482027,0.012555964462746122,0.024609690346982398,40
Higher (profile),PI_BIB,deepseek,prompt_A,q02,3.9850000000000003,3.978125,-0.006874999999999995,0.050315510938731836,0.00795558081007547,0.015592938387747921,40
Higher (profile),PI_BIB,deepseek,prompt_A,q03,3.0025,2.9587499999999998,-0.04374999999999998,0.14530582249614793,0.022974867818598026,0.04503074092445213,40
Higher (profile),PI_BIB,deepseek,prompt_A,q04,3.5174999999999996,3.511875,-0.005625000000000008,0.11895478294131505,0.01880840263327496,0.03686446916121892,40
Higher (profile),PI_BIB,deepseek,prompt_A,q05,2.0375,2.05625,0.018749999999999996,0.43244793669147963,0.06837602246926877,0.1340170040397668,40
Higher (profile),PI_BIB,deepseek,prompt_A,q06,3.4274999999999998,3.425625,-0.001874999999999985,0.18234472671008164,0.028831232786239978,0.05650921626103036,40
Higher (profile),PI_BIB,deepseek,prompt_B,q01,3.9225000000000003,3.9087500000000004,-0.01374999999999999,0.17217965423746598,0.027223993706532723,0.05335902766480414,40
Higher (profile),PI_BIB,deepseek,prompt_B,q02,3.9775,3.9606250000000003,-0.016875,0.0636465349430463,0.010063400779876072,0.019724265528557102,40
Higher (profile),PI_BIB,deepseek,prompt_B,q03,2.9725,2.9431249999999998,-0.029375000000000005,0.21683086726755485,0.03428397037975619,0.06719658194432213,40
Higher (profile),PI_BIB,deepseek,prompt_B,q04,3.53,3.5,-0.03,0.21927912197319038,0.03467107343785786,0.0679553039382014,40
Higher (profile),PI_BIB,deepseek,prompt_B,q05,2.1925,2.128125,-0.06437499999999999,0.4650574647426063,0.07353204157250437,0.14412280148210857,40
Higher (profile),PI_BIB,deepseek,prompt_B,q06,3.4450000000000003,3.4237499999999996,-0.02124999999999999,0.2357849683123402,0.037280876894881125,0.073070518713967,40
Higher (profile),PI_BIB,deepseek,prompt_C,q01,3.9450000000000003,3.915625,-0.029375000000000012,0.09437505306502161,0.014922006099236159,0.02924713195450287,40
Higher (profile),PI_BIB,deepseek,prompt_C,q02,3.975,3.975,-1.1102230246251566e-17,0.07048367696104339,0.01114444785302161,0.021843117791922356,40
Higher (profile),PI_BIB,deepseek,prompt_C,q03,2.9825,2.9587499999999998,-0.023750000000000014,0.12872027911875522,0.020352463153393896,0.03989082778065203,40
Higher (profile),PI_BIB,deepseek,prompt_C,q04,3.535,3.540625,0.00562500000000001,0.14930259885762545,0.023606813648627496,0.046269354751309895,40
Higher (profile),PI_BIB,deepseek,prompt_C,q05,2.19,2.290625,0.10062499999999996,0.5000797212086314,0.07906954653406431,0.15497631120676605,40
Higher (profile),PI_BIB,deepseek,prompt_C,q06,3.47,3.525,0.05500000000000001,0.19490300020055998,0.030816870171701198,0.06040106553653435,40
Higher (profile),PI_BIB,gemma,prompt_A,q01,3.6375,3.5125,-0.125,0.2192645048267573,0.034668762264076815,0.06795077403759056,40
Higher (profile),PI_BIB,gemma,prompt_A,q02,3.465,3.30375,-0.16125,0.22403282154230245,0.03542269933538561,0.0694284906973558,40
Higher (profile),PI_BIB,gemma,prompt_A,q03,2.8875,2.74375,-0.14375,0.21421816700953042,0.03387086619682285,0.06638689774577278,40
Higher (profile),PI_BIB,gemma,prompt_A,q04,3.3850000000000002,3.18,-0.205,0.22738761664859458,0.035953139016339106,0.07046815247202465,40
Higher (profile),PI_BIB,gemma,prompt_A,q05,2.9225000000000003,2.665625,-0.256875,0.30518949031708154,0.04825469536739404,0.09457920292009231,40
Higher (profile),PI_BIB,gemma,prompt_A,q06,3.45,3.3106250000000004,-0.139375,0.21504974826948584,0.03400235073887143,0.066644607448188,40
Higher (profile),PI_BIB,gemma,prompt_B,q01,3.6375,3.548125,-0.08937500000000001,0.1647538470816543,0.026049870502655635,0.05105774618520505,40
Higher (profile),PI_BIB,gemma,prompt_B,q02,3.4575000000000005,3.4768749999999997,0.019374999999999993,0.16007685453860707,0.025310373050873018,0.04960833117971111,40
Higher (profile),PI_BIB,gemma,prompt_B,q03,2.8899999999999997,2.886875,-0.0031250000000000054,0.16253081561858054,0.025698378365979158,0.05036882159731915,40
Higher (profile),PI_BIB,gemma,prompt_B,q04,3.3825000000000003,3.35625,-0.026250000000000006,0.1435526795112923,0.022697671573793533,0.04448743628463532,40
Higher (profile),PI_BIB,gemma,prompt_B,q05,2.9225000000000003,2.935,0.012499999999999992,0.20931818498186575,0.03309611101175732,0.06486837758304435,40
Higher (profile),PI_BIB,gemma,prompt_B,q06,3.4549999999999996,3.45,-0.0050000000000000044,0.15034149162012497,0.023771077017335638,0.04659131095397785,40
Higher (profile),PI_BIB,gemma,prompt_C,q01,3.6375,3.5149999999999997,-0.12250000000000001,0.21021966533202285,0.03323864757037645,0.06514774923793784,40
Higher (profile),PI_BIB,gemma,prompt_C,q02,3.4825000000000004,3.5056250000000007,0.023125,0.18243259204710552,0.028845125515858664,0.05653644601108298,40
Higher (profile),PI_BIB,gemma,prompt_C,q03,2.8924999999999996,2.9006250000000002,0.008125000000000004,0.15683033254166176,0.024797052851663746,0.048602223589260946,40
Higher (profile),PI_BIB,gemma,prompt_C,q04,3.3900000000000006,3.3743750000000006,-0.015625000000000007,0.1666686698597565,0.026352630567374344,0.051651155912053714,40
Higher (profile),PI_BIB,gemma,prompt_C,q05,2.9325,2.953125,0.020625000000000008,0.19363985703043995,0.030617149700277957,0.06000961341254479,40
Higher (profile),PI_BIB,gemma,prompt_C,q06,3.4575000000000005,3.4637499999999997,0.0062500000000000056,0.12019615378461733,0.01900468059756292,0.03724917397122332,40
Higher (profile),PI_BIB,glm,prompt_A,q01,3.7825,3.74375,-0.03875000000000001,0.125569216789499,0.019854236452913645,0.03891430344771074,40
Higher (profile),PI_BIB,glm,prompt_A,q02,3.7525000000000004,3.7024999999999997,-0.05,0.1259578684139447,0.019915687670392285,0.039034747833968875,40
Higher (profile),PI_BIB,glm,prompt_A,q03,3.1075000000000004,3.04375,-0.06374999999999997,0.14455391151170324,0.02285598025317079,0.04479772129621475,40
Higher (profile),PI_BIB,glm,prompt_A,q04,3.59,3.5368749999999998,-0.05312499999999999,0.1686282799380691,0.026662472126038776,0.052258445367036,40
Higher (profile),PI_BIB,glm,prompt_A,q05,2.8625,2.7268749999999997,-0.13562499999999997,0.23141755883783222,0.03659032882417891,0.07171704449539067,40
Higher (profile),PI_BIB,glm,prompt_A,q06,3.5875,3.5087500000000005,-0.07874999999999999,0.15938081311670985,0.025200319238922145,0.0493926257082874,40
Higher (profile),PI_BIB,glm,prompt_B,q01,3.7225,3.7506249999999994,0.028125000000000004,0.11139953217689362,0.01761381259780996,0.03452307269170752,40
Higher (profile),PI_BIB,glm,prompt_B,q02,3.6950000000000003,3.705625,0.010625,0.11860399256046167,0.018752937804036227,0.03675575809591101,40
