text_id,model,run_mode,condition_family,condition_id,iteration,q01,q02,q03,q04,q05,q06,pi_present,ai_present,pi_name_group,pi_inst_tier,pi_metric_level,ai_flag,name_pi,institution_pi,h_index_pi,citations_pi,ai_usage,temperature,top_p,max_tokens,is_blind,is_pi_only,is_ai_only,is_full,source_file
10.3030_101115751_full,deepseek,ai-only,ai_main,AI+AI_Y,1,4.0,4.0,3.0,3.5,1.0,3.0,False,True,,,,AI_Y,,,,,was used,0.0,0.95,2000,False,False,True,False,proposals/output_full_v1/deepseek/ai-only/CSVoutput/10.3030_101115751_full__AI_AI_Y.csv
10.3030_101115751_full,deepseek,ai-only,ai_main,AI+AI_Y,2,4.0,4.0,3.0,3.5,1.0,3.0,False,True,,,,AI_Y,,,,,was used,0.0,0.95,2000,False,False,True,False,proposals/output_full_v1/deepseek/ai-only/CSVoutput/10.3030_101115751_full__AI_AI_Y.csv
10.3030_101115751_full,deepseek,ai-only,ai_main,AI+AI_Y,3,4.0,4.0,3.0,3.5,1.0,3.5,False,True,,,,AI_Y,,,,,was used,0.0,0.95,2000,False,False,True,False,proposals/output_full_v1/deepseek/ai-only/CSVoutput/10.3030_101115751_full__AI_AI_Y.csv
10.3030_101115751_full,deepseek,ai-only,ai_main,AI+AI_Y,4,4.0,4.0,3.0,3.5,1.0,3.0,False,True,,,,AI_Y,,,,,was used,0.0,0.95,2000,False,False,True,False,proposals/output_full_v1/deepseek/ai-only/CSVoutput/10.3030_101115751_full__AI_AI_Y.csv
10.3030_101115790_full,deepseek,ai-only,ai_main,AI+AI_N,0,4.0,4.0,3.0,3.5,2.0,3.5,False,True,,,,AI_N,,,,,was not used,0.0,0.95,2000,False,False,True,False,proposals/output_full_v1/deepseek/ai-only/CSVoutput/10.3030_101115790_full__AI_AI_N.csv
10.3030_101115790_full,deepseek,ai-only,ai_main,AI+AI_N,1,4.0,4.0,3.0,3.5,1.5,3.5,False,True,,,,AI_N,,,,,was not used,0.0,0.95,2000,False,False,True,False,proposals/output_full_v1/deepseek/ai-only/CSVoutput/10.3030_101115790_full__AI_AI_N.csv
10.3030_101115790_full,deepseek,ai-only,ai_main,AI+AI_N,2,4.0,4.0,3.5,4.0,3.0,4.0,False,True,,,,AI_N,,,,,was not used,0.0,0.95,2000,False,False,True,False,proposals/output_full_v1/deepseek/ai-only/CSVoutput/10.3030_101115790_full__AI_AI_N.csv
10.3030_101115790_full,deepseek,ai-only,ai_main,AI+AI_N,3,4.0,4.0,3.0,3.5,2.0,3.5,False,True,,,,AI_N,,,,,was not used,0.0,0.95,2000,False,False,True,False,proposals/output_full_v1/deepseek/ai-only/CSVoutput/10.3030_101115790_full__AI_AI_N.csv
10.3030_101115790_full,deepseek,ai-only,ai_main,AI+AI_N,4,4.0,4.0,3.5,4.0,1.0,3.5,False,True,,,,AI_N,,,,,was not used,0.0,0.95,2000,False,False,True,False,proposals/output_full_v1/deepseek/ai-only/CSVoutput/10.3030_101115790_full__AI_AI_N.csv
10.3030_101115790_full,deepseek,ai-only,ai_main,AI+AI_Y,0,4.0,4.0,3.0,3.5,1.5,3.0,False,True,,,,AI_Y,,,,,was used,0.0,0.95,2000,False,False,True,False,proposals/output_full_v1/deepseek/ai-only/CSVoutput/10.3030_101115790_full__AI_AI_Y.csv
10.3030_101115790_full,deepseek,ai-only,ai_main,AI+AI_Y,1,4.0,4.0,3.0,4.0,1.0,3.5,False,True,,,,AI_Y,,,,,was used,0.0,0.95,2000,False,False,True,False,proposals/output_full_v1/deepseek/ai-only/CSVoutput/10.3030_101115790_full__AI_AI_Y.csv
10.3030_101115790_full,deepseek,ai-only,ai_main,AI+AI_Y,2,4.0,4.0,3.0,3.5,1.0,3.0,False,True,,,,AI_Y,,,,,was used,0.0,0.95,2000,False,False,True,False,proposals/output_full_v1/deepseek/ai-only/CSVoutput/10.3030_101115790_full__AI_AI_Y.csv
10.3030_101115790_full,deepseek,ai-only,ai_main,AI+AI_Y,3,4.0,4.0,3.0,3.5,1.0,3.0,False,True,,,,AI_Y,,,,,was used,0.0,0.95,2000,False,False,True,False,proposals/output_full_v1/deepseek/ai-only/CSVoutput/10.3030_101115790_full__AI_AI_Y.csv
10.3030_101115790_full,deepseek,ai-only,ai_main,AI+AI_Y,4,4.0,4.0,3.0,3.5,1.0,3.0,False,True,,,,AI_Y,,,,,was used,0.0,0.95,2000,False,False,True,False,proposals/output_full_v1/deepseek/ai-only/CSVoutput/10.3030_101115790_full__AI_AI_Y.csv
10.3030_101116284_full,deepseek,ai-only,ai_main,AI+AI_N,0,4.0,4.0,3.0,3.5,2.5,3.5,False,True,,,,AI_N,,,,,was not used,0.0,0.95,2000,False,False,True,False,proposals/output_full_v1/deepseek/ai-only/CSVoutput/10.3030_101116284_full__AI_AI_N.csv
10.3030_101116284_full,deepseek,ai-only,ai_main,AI+AI_N,1,4.0,4.0,3.5,3.5,1.0,3.5,False,True,,,,AI_N,,,,,was not used,0.0,0.95,2000,False,False,True,False,proposals/output_full_v1/deepseek/ai-only/CSVoutput/10.3030_101116284_full__AI_AI_N.csv
10.3030_101116284_full,deepseek,ai-only,ai_main,AI+AI_N,2,4.0,4.0,3.0,3.5,1.0,3.5,False,True,,,,AI_N,,,,,was not used,0.0,0.95,2000,False,False,True,False,proposals/output_full_v1/deepseek/ai-only/CSVoutput/10.3030_101116284_full__AI_AI_N.csv
10.3030_101116284_full,deepseek,ai-only,ai_main,AI+AI_N,3,4.0,4.0,3.0,3.5,1.0,3.0,False,True,,,,AI_N,,,,,was not used,0.0,0.95,2000,False,False,True,False,proposals/output_full_v1/deepseek/ai-only/CSVoutput/10.3030_101116284_full__AI_AI_N.csv
10.3030_101116284_full,deepseek,ai-only,ai_main,AI+AI_N,4,4.0,4.0,3.0,3.5,1.0,3.0,False,True,,,,AI_N,,,,,was not used,0.0,0.95,2000,False,False,True,False,proposals/output_full_v1/deepseek/ai-only/CSVoutput/10.3030_101116284_full__AI_AI_N.csv
10.3030_101116284_full,deepseek,ai-only,ai_main,AI+AI_Y,0,4.0,4.0,3.0,3.5,1.0,3.0,False,True,,,,AI_Y,,,,,was used,0.0,0.95,2000,False,False,True,False,proposals/output_full_v1/deepseek/ai-only/CSVoutput/10.3030_101116284_full__AI_AI_Y.csv
10.3030_101116284_full,deepseek,ai-only,ai_main,AI+AI_Y,1,3.5,4.0,3.0,3.5,2.0,3.5,False,True,,,,AI_Y,,,,,was used,0.0,0.95,2000,False,False,True,False,proposals/output_full_v1/deepseek/ai-only/CSVoutput/10.3030_101116284_full__AI_AI_Y.csv
10.3030_101116284_full,deepseek,ai-only,ai_main,AI+AI_Y,2,4.0,4.0,3.0,3.5,1.0,3.0,False,True,,,,AI_Y,,,,,was used,0.0,0.95,2000,False,False,True,False,proposals/output_full_v1/deepseek/ai-only/CSVoutput/10.3030_101116284_full__AI_AI_Y.csv
10.3030_101116284_full,deepseek,ai-only,ai_main,AI+AI_Y,3,4.0,4.0,3.0,3.5,1.0,3.0,False,True,,,,AI_Y,,,,,was used,0.0,0.95,2000,False,False,True,False,proposals/output_full_v1/deepseek/ai-only/CSVoutput/10.3030_101116284_full__AI_AI_Y.csv
10.3030_101116284_full,deepseek,ai-only,ai_main,AI+AI_Y,4,4.0,4.0,3.5,4.0,3.0,4.0,False,True,,,,AI_Y,,,,,was used,0.0,0.95,2000,False,False,True,False,proposals/output_full_v1/deepseek/ai-only/CSVoutput/10.3030_101116284_full__AI_AI_Y.csv
10.3030_101116420_full,deepseek,ai-only,ai_main,AI+AI_N,0,4.0,4.0,3.0,4.0,3.0,4.0,False,True,,,,AI_N,,,,,was not used,0.0,0.95,2000,False,False,True,False,proposals/output_full_v1/deepseek/ai-only/CSVoutput/10.3030_101116420_full__AI_AI_N.csv
10.3030_101116420_full,deepseek,ai-only,ai_main,AI+AI_N,1,4.0,4.0,3.0,3.5,3.0,3.5,False,True,,,,AI_N,,,,,was not used,0.0,0.95,2000,False,False,True,False,proposals/output_full_v1/deepseek/ai-only/CSVoutput/10.3030_101116420_full__AI_AI_N.csv
10.3030_101116420_full,deepseek,ai-only,ai_main,AI+AI_N,2,4.0,4.0,3.0,3.5,3.0,3.5,False,True,,,,AI_N,,,,,was not used,0.0,0.95,2000,False,False,True,False,proposals/output_full_v1/deepseek/ai-only/CSVoutput/10.3030_101116420_full__AI_AI_N.csv
10.3030_101116420_full,deepseek,ai-only,ai_main,AI+AI_N,3,4.0,4.0,3.0,3.5,3.0,3.5,False,True,,,,AI_N,,,,,was not used,0.0,0.95,2000,False,False,True,False,proposals/output_full_v1/deepseek/ai-only/CSVoutput/10.3030_101116420_full__AI_AI_N.csv
10.3030_101116420_full,deepseek,ai-only,ai_main,AI+AI_N,4,4.0,4.0,3.0,3.5,3.0,3.5,False,True,,,,AI_N,,,,,was not used,0.0,0.95,2000,False,False,True,False,proposals/output_full_v1/deepseek/ai-only/CSVoutput/10.3030_101116420_full__AI_AI_N.csv
10.3030_101116420_full,deepseek,ai-only,ai_main,AI+AI_Y,0,3.5,4.0,3.0,3.5,3.0,3.5,False,True,,,,AI_Y,,,,,was used,0.0,0.95,2000,False,False,True,False,proposals/output_full_v1/deepseek/ai-only/CSVoutput/10.3030_101116420_full__AI_AI_Y.csv
10.3030_101116420_full,deepseek,ai-only,ai_main,AI+AI_Y,1,4.0,4.0,2.5,3.0,2.0,3.0,False,True,,,,AI_Y,,,,,was used,0.0,0.95,2000,False,False,True,False,proposals/output_full_v1/deepseek/ai-only/CSVoutput/10.3030_101116420_full__AI_AI_Y.csv
10.3030_101116420_full,deepseek,ai-only,ai_main,AI+AI_Y,2,4.0,4.0,2.5,3.0,3.0,3.5,False,True,,,,AI_Y,,,,,was used,0.0,0.95,2000,False,False,True,False,proposals/output_full_v1/deepseek/ai-only/CSVoutput/10.3030_101116420_full__AI_AI_Y.csv
10.3030_101116420_full,deepseek,ai-only,ai_main,AI+AI_Y,3,3.5,4.0,2.5,3.0,2.5,3.0,False,True,,,,AI_Y,,,,,was used,0.0,0.95,2000,False,False,True,False,proposals/output_full_v1/deepseek/ai-only/CSVoutput/10.3030_101116420_full__AI_AI_Y.csv
10.3030_101116420_full,deepseek,ai-only,ai_main,AI+AI_Y,4,4.0,4.0,2.5,3.0,2.0,3.0,False,True,,,,AI_Y,,,,,was used,0.0,0.95,2000,False,False,True,False,proposals/output_full_v1/deepseek/ai-only/CSVoutput/10.3030_101116420_full__AI_AI_Y.csv
10.3030_101116585_full,deepseek,ai-only,ai_main,AI+AI_N,0,4.0,4.0,3.0,4.0,3.0,4.0,False,True,,,,AI_N,,,,,was not used,0.0,0.95,2000,False,False,True,False,proposals/output_full_v1/deepseek/ai-only/CSVoutput/10.3030_101116585_full__AI_AI_N.csv
10.3030_101116585_full,deepseek,ai-only,ai_main,AI+AI_N,1,4.0,4.0,3.5,4.0,3.5,4.0,False,True,,,,AI_N,,,,,was not used,0.0,0.95,2000,False,False,True,False,proposals/output_full_v1/deepseek/ai-only/CSVoutput/10.3030_101116585_full__AI_AI_N.csv
10.3030_101116585_full,deepseek,ai-only,ai_main,AI+AI_N,2,4.0,4.0,3.0,4.0,3.0,4.0,False,True,,,,AI_N,,,,,was not used,0.0,0.95,2000,False,False,True,False,proposals/output_full_v1/deepseek/ai-only/CSVoutput/10.3030_101116585_full__AI_AI_N.csv
10.3030_101116585_full,deepseek,ai-only,ai_main,AI+AI_N,3,4.0,4.0,3.0,4.0,2.0,3.5,False,True,,,,AI_N,,,,,was not used,0.0,0.95,2000,False,False,True,False,proposals/output_full_v1/deepseek/ai-only/CSVoutput/10.3030_101116585_full__AI_AI_N.csv
10.3030_101116585_full,deepseek,ai-only,ai_main,AI+AI_N,4,4.0,4.0,3.5,4.0,3.5,4.0,False,True,,,,AI_N,,,,,was not used,0.0,0.95,2000,False,False,True,False,proposals/output_full_v1/deepseek/ai-only/CSVoutput/10.3030_101116585_full__AI_AI_N.csv
10.3030_101116585_full,deepseek,ai-only,ai_main,AI+AI_Y,0,4.0,4.0,3.0,4.0,3.0,4.0,False,True,,,,AI_Y,,,,,was used,0.0,0.95,2000,False,False,True,False,proposals/output_full_v1/deepseek/ai-only/CSVoutput/10.3030_101116585_full__AI_AI_Y.csv
10.3030_101116585_full,deepseek,ai-only,ai_main,AI+AI_Y,1,4.0,4.0,3.0,4.0,3.0,4.0,False,True,,,,AI_Y,,,,,was used,0.0,0.95,2000,False,False,True,False,proposals/output_full_v1/deepseek/ai-only/CSVoutput/10.3030_101116585_full__AI_AI_Y.csv
10.3030_101116585_full,deepseek,ai-only,ai_main,AI+AI_Y,2,4.0,4.0,3.0,4.0,3.0,4.0,False,True,,,,AI_Y,,,,,was used,0.0,0.95,2000,False,False,True,False,proposals/output_full_v1/deepseek/ai-only/CSVoutput/10.3030_101116585_full__AI_AI_Y.csv
10.3030_101116585_full,deepseek,ai-only,ai_main,AI+AI_Y,3,4.0,4.0,3.0,4.0,3.0,4.0,False,True,,,,AI_Y,,,,,was used,0.0,0.95,2000,False,False,True,False,proposals/output_full_v1/deepseek/ai-only/CSVoutput/10.3030_101116585_full__AI_AI_Y.csv
10.3030_101116585_full,deepseek,ai-only,ai_main,AI+AI_Y,4,4.0,4.0,3.0,4.0,3.0,4.0,False,True,,,,AI_Y,,,,,was used,0.0,0.95,2000,False,False,True,False,proposals/output_full_v1/deepseek/ai-only/CSVoutput/10.3030_101116585_full__AI_AI_Y.csv
10.3030_101117133_full,deepseek,ai-only,ai_main,AI+AI_N,0,4.0,4.0,3.5,4.0,3.0,4.0,False,True,,,,AI_N,,,,,was not used,0.0,0.95,2000,False,False,True,False,proposals/output_full_v1/deepseek/ai-only/CSVoutput/10.3030_101117133_full__AI_AI_N.csv
10.3030_101117133_full,deepseek,ai-only,ai_main,AI+AI_N,1,4.0,4.0,3.5,4.0,3.0,4.0,False,True,,,,AI_N,,,,,was not used,0.0,0.95,2000,False,False,True,False,proposals/output_full_v1/deepseek/ai-only/CSVoutput/10.3030_101117133_full__AI_AI_N.csv
10.3030_101117133_full,deepseek,ai-only,ai_main,AI+AI_N,2,4.0,4.0,3.5,4.0,3.5,4.0,False,True,,,,AI_N,,,,,was not used,0.0,0.95,2000,False,False,True,False,proposals/output_full_v1/deepseek/ai-only/CSVoutput/10.3030_101117133_full__AI_AI_N.csv
10.3030_101117133_full,deepseek,ai-only,ai_main,AI+AI_N,3,4.0,4.0,3.0,3.5,1.0,3.0,False,True,,,,AI_N,,,,,was not used,0.0,0.95,2000,False,False,True,False,proposals/output_full_v1/deepseek/ai-only/CSVoutput/10.3030_101117133_full__AI_AI_N.csv
10.3030_101117133_full,deepseek,ai-only,ai_main,AI+AI_N,4,4.0,4.0,3.0,3.5,1.0,3.0,False,True,,,,AI_N,,,,,was not used,0.0,0.95,2000,False,False,True,False,proposals/output_full_v1/deepseek/ai-only/CSVoutput/10.3030_101117133_full__AI_AI_N.csv
10.3030_101117133_full,deepseek,ai-only,ai_main,AI+AI_Y,0,4.0,4.0,3.0,3.5,1.0,3.0,False,True,,,,AI_Y,,,,,was used,0.0,0.95,2000,False,False,True,False,proposals/output_full_v1/deepseek/ai-only/CSVoutput/10.3030_101117133_full__AI_AI_Y.csv
10.3030_101117133_full,deepseek,ai-only,ai_main,AI+AI_Y,1,4.0,4.0,3.0,3.5,1.0,3.0,False,True,,,,AI_Y,,,,,was used,0.0,0.95,2000,False,False,True,False,proposals/output_full_v1/deepseek/ai-only/CSVoutput/10.3030_101117133_full__AI_AI_Y.csv
10.3030_101117133_full,deepseek,ai-only,ai_main,AI+AI_Y,2,4.0,4.0,3.5,4.0,1.0,3.0,False,True,,,,AI_Y,,,,,was used,0.0,0.95,2000,False,False,True,False,proposals/output_full_v1/deepseek/ai-only/CSVoutput/10.3030_101117133_full__AI_AI_Y.csv
10.3030_101117133_full,deepseek,ai-only,ai_main,AI+AI_Y,3,4.0,4.0,3.0,3.5,1.0,3.0,False,True,,,,AI_Y,,,,,was used,0.0,0.95,2000,False,False,True,False,proposals/output_full_v1/deepseek/ai-only/CSVoutput/10.3030_101117133_full__AI_AI_Y.csv
10.3030_101117133_full,deepseek,ai-only,ai_main,AI+AI_Y,4,4.0,4.0,3.5,4.0,1.0,3.0,False,True,,,,AI_Y,,,,,was used,0.0,0.95,2000,False,False,True,False,proposals/output_full_v1/deepseek/ai-only/CSVoutput/10.3030_101117133_full__AI_AI_Y.csv
10.3030_101122653_full,deepseek,ai-only,ai_main,AI+AI_N,0,4.0,4.0,2.5,3.0,1.0,3.0,False,True,,,,AI_N,,,,,was not used,0.0,0.95,2000,False,False,True,False,proposals/output_full_v1/deepseek/ai-only/CSVoutput/10.3030_101122653_full__AI_AI_N.csv
10.3030_101122653_full,deepseek,ai-only,ai_main,AI+AI_N,1,4.0,4.0,3.0,3.5,1.0,3.0,False,True,,,,AI_N,,,,,was not used,0.0,0.95,2000,False,False,True,False,proposals/output_full_v1/deepseek/ai-only/CSVoutput/10.3030_101122653_full__AI_AI_N.csv
10.3030_101122653_full,deepseek,ai-only,ai_main,AI+AI_N,2,4.0,4.0,3.0,3.5,1.0,3.5,False,True,,,,AI_N,,,,,was not used,0.0,0.95,2000,False,False,True,False,proposals/output_full_v1/deepseek/ai-only/CSVoutput/10.3030_101122653_full__AI_AI_N.csv
10.3030_101122653_full,deepseek,ai-only,ai_main,AI+AI_N,3,4.0,4.0,3.0,3.0,1.0,3.0,False,True,,,,AI_N,,,,,was not used,0.0,0.95,2000,False,False,True,False,proposals/output_full_v1/deepseek/ai-only/CSVoutput/10.3030_101122653_full__AI_AI_N.csv
10.3030_101122653_full,deepseek,ai-only,ai_main,AI+AI_N,4,4.0,4.0,3.0,3.5,1.0,3.0,False,True,,,,AI_N,,,,,was not used,0.0,0.95,2000,False,False,True,False,proposals/output_full_v1/deepseek/ai-only/CSVoutput/10.3030_101122653_full__AI_AI_N.csv
10.3030_101122653_full,deepseek,ai-only,ai_main,AI+AI_Y,0,4.0,4.0,2.5,3.0,1.0,3.0,False,True,,,,AI_Y,,,,,was used,0.0,0.95,2000,False,False,True,False,proposals/output_full_v1/deepseek/ai-only/CSVoutput/10.3030_101122653_full__AI_AI_Y.csv
10.3030_101122653_full,deepseek,ai-only,ai_main,AI+AI_Y,1,4.0,4.0,3.0,3.5,1.0,3.0,False,True,,,,AI_Y,,,,,was used,0.0,0.95,2000,False,False,True,False,proposals/output_full_v1/deepseek/ai-only/CSVoutput/10.3030_101122653_full__AI_AI_Y.csv
10.3030_101122653_full,deepseek,ai-only,ai_main,AI+AI_Y,2,4.0,4.0,2.5,3.0,1.0,3.0,False,True,,,,AI_Y,,,,,was used,0.0,0.95,2000,False,False,True,False,proposals/output_full_v1/deepseek/ai-only/CSVoutput/10.3030_101122653_full__AI_AI_Y.csv
10.3030_101122653_full,deepseek,ai-only,ai_main,AI+AI_Y,3,4.0,4.0,3.0,3.5,1.0,3.0,False,True,,,,AI_Y,,,,,was used,0.0,0.95,2000,False,False,True,False,proposals/output_full_v1/deepseek/ai-only/CSVoutput/10.3030_101122653_full__AI_AI_Y.csv
10.3030_101122653_full,deepseek,ai-only,ai_main,AI+AI_Y,4,4.0,4.0,3.0,3.5,1.0,3.5,False,True,,,,AI_Y,,,,,was used,0.0,0.95,2000,False,False,True,False,proposals/output_full_v1/deepseek/ai-only/CSVoutput/10.3030_101122653_full__AI_AI_Y.csv
10.3030_101123732_full,deepseek,ai-only,ai_main,AI+AI_N,0,4.0,4.0,3.0,4.0,1.0,3.5,False,True,,,,AI_N,,,,,was not used,0.0,0.95,2000,False,False,True,False,proposals/output_full_v1/deepseek/ai-only/CSVoutput/10.3030_101123732_full__AI_AI_N.csv
10.3030_101123732_full,deepseek,ai-only,ai_main,AI+AI_N,1,4.0,4.0,3.5,4.0,3.0,4.0,False,True,,,,AI_N,,,,,was not used,0.0,0.95,2000,False,False,True,False,proposals/output_full_v1/deepseek/ai-only/CSVoutput/10.3030_101123732_full__AI_AI_N.csv
10.3030_101123732_full,deepseek,ai-only,ai_main,AI+AI_N,2,4.0,4.0,3.0,3.5,3.0,3.5,False,True,,,,AI_N,,,,,was not used,0.0,0.95,2000,False,False,True,False,proposals/output_full_v1/deepseek/ai-only/CSVoutput/10.3030_101123732_full__AI_AI_N.csv
10.3030_101123732_full,deepseek,ai-only,ai_main,AI+AI_N,3,4.0,4.0,3.0,4.0,1.0,3.5,False,True,,,,AI_N,,,,,was not used,0.0,0.95,2000,False,False,True,False,proposals/output_full_v1/deepseek/ai-only/CSVoutput/10.3030_101123732_full__AI_AI_N.csv
10.3030_101123732_full,deepseek,ai-only,ai_main,AI+AI_N,4,4.0,4.0,2.5,3.5,1.0,3.0,False,True,,,,AI_N,,,,,was not used,0.0,0.95,2000,False,False,True,False,proposals/output_full_v1/deepseek/ai-only/CSVoutput/10.3030_101123732_full__AI_AI_N.csv
10.3030_101123732_full,deepseek,ai-only,ai_main,AI+AI_Y,0,4.0,4.0,2.5,3.5,1.0,3.0,False,True,,,,AI_Y,,,,,was used,0.0,0.95,2000,False,False,True,False,proposals/output_full_v1/deepseek/ai-only/CSVoutput/10.3030_101123732_full__AI_AI_Y.csv
10.3030_101123732_full,deepseek,ai-only,ai_main,AI+AI_Y,1,4.0,4.0,2.5,3.0,1.0,3.0,False,True,,,,AI_Y,,,,,was used,0.0,0.95,2000,False,False,True,False,proposals/output_full_v1/deepseek/ai-only/CSVoutput/10.3030_101123732_full__AI_AI_Y.csv
10.3030_101123732_full,deepseek,ai-only,ai_main,AI+AI_Y,2,4.0,4.0,3.0,4.0,1.0,3.5,False,True,,,,AI_Y,,,,,was used,0.0,0.95,2000,False,False,True,False,proposals/output_full_v1/deepseek/ai-only/CSVoutput/10.3030_101123732_full__AI_AI_Y.csv
10.3030_101123732_full,deepseek,ai-only,ai_main,AI+AI_Y,3,4.0,4.0,3.0,3.5,2.0,3.5,False,True,,,,AI_Y,,,,,was used,0.0,0.95,2000,False,False,True,False,proposals/output_full_v1/deepseek/ai-only/CSVoutput/10.3030_101123732_full__AI_AI_Y.csv
10.3030_101123732_full,deepseek,ai-only,ai_main,AI+AI_Y,4,4.0,4.0,3.0,3.5,1.5,3.5,False,True,,,,AI_Y,,,,,was used,0.0,0.95,2000,False,False,True,False,proposals/output_full_v1/deepseek/ai-only/CSVoutput/10.3030_101123732_full__AI_AI_Y.csv
10.3030_101123955_full,deepseek,ai-only,ai_main,AI+AI_N,0,4.0,4.0,3.0,3.5,2.0,3.5,False,True,,,,AI_N,,,,,was not used,0.0,0.95,2000,False,False,True,False,proposals/output_full_v1/deepseek/ai-only/CSVoutput/10.3030_101123955_full__AI_AI_N.csv
